证券代码,证券简称,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
600070,浙江富润,732.5073333333331,2.905333333333333,1.4486666666666663,488.5186666666666,30.847333333333328,0.11333333333333334
600801,华新水泥,684.5466666666665,6.093999999999999,3.7126666666666663,645.0673333333333,15.37133333333333,0.48066666666666663
000567,海德股份,677.8960000000002,7.825333333333333,5.983333333333334,588.802,1660.9326666666666,0.14333333333333334
600753,东方银星,669.8566666666667,5.7139999999999995,4.367999999999999,564.4153333333335,467313.98799999995,0.06133333333333334
002016,世荣兆业,660.7873333333334,9.615333333333334,3.051333333333334,485.34666666666664,128.73600000000002,0.25866666666666666
600728,佳都科技,647.7506666666668,2.1846666666666668,2.0193333333333334,562.8246666666668,21.866,0.046000000000000006
601225,陕西煤业,636.304,6.63,3.0160000000000005,546.5720000000001,15.382666666666672,0.28200000000000003
002092,中泰化学,627.9593333333336,5.647333333333334,3.956000000000001,1297.932666666667,48.491333333333344,0.41733333333333333
002601,龙蟒佰利,607.2273333333331,7.037333333333332,4.156666666666667,184.35999999999999,79.16333333333333,0.47200000000000003
600393,粤泰股份,605.7800000000002,7.701333333333333,5.334,384.10733333333326,253.94199999999998,0.20599999999999996
002579,中京电子,601.624,5.302666666666667,4.754666666666667,544.5213333333334,34.12133333333333,0.11200000000000002
002239,奥特佳,600.5766666666667,5.0426666666666655,3.906666666666667,118.416,158.72733333333335,0.1373333333333333
002798,帝欧家居,598.7016666666667,6.06,4.8999999999999995,110.54166666666667,424.44000000000005,0.5183333333333334
002477,雏鹰农牧,586.7353333333334,3.4086666666666665,3.4566666666666657,397.67533333333336,49.51733333333333,0.064
600645,中源协和,549.1399999999999,6.442666666666667,5.675333333333334,675.1893333333333,24.21,0.26333333333333336
002068,黑猫股份,545.7286666666668,5.040000000000001,2.9579999999999993,466.294,10.623333333333331,0.19399999999999998
600592,龙溪股份,542.0673333333333,1.6526666666666665,1.3253333333333333,566.3953333333333,11.207333333333338,0.08000000000000002
600148,长春一东,539.266,2.8559999999999994,3.317333333333333,471.65733333333344,11.936666666666667,0.07866666666666668
000048,*ST康达,538.8446666666666,8.578000000000001,7.328,745.44,13.963333333333335,0.15933333333333335
600883,博闻科技,538.2513333333334,5.277333333333333,4.093999999999999,520.2926666666666,31.762666666666664,0.15266666666666667
600031,三一重工,537.5226666666666,4.326666666666667,2.599333333333333,249.13199999999998,15.899999999999997,0.1453333333333333
600387,海越能源,529.8626666666665,1.928,0.7900000000000001,-342.9126666666667,67.616,0.09266666666666667
002407,多氟多,528.9213333333333,6.573333333333333,5.069999999999999,373.5126666666667,18.332000000000004,0.28400000000000003
600326,西藏天路,517.5206666666667,7.198666666666667,5.412000000000001,461.3526666666667,53.989333333333335,0.21733333333333332
002466,天齐锂业,514.3213333333334,16.154000000000003,11.462,307.592,57.26200000000001,0.9420000000000002
002168,惠程科技,506.87800000000004,3.934666666666666,0.9653333333333334,490.37933333333336,153.3673333333334,0.076
000725,京东方Ａ,506.8593333333332,3.0000000000000004,2.4846666666666666,465.58600000000007,32.05466666666667,0.07200000000000001
601908,京运通,505.1706666666667,3.8699999999999997,3.0459999999999994,419.0200000000001,59.094,0.12400000000000001
601388,怡球资源,497.47933333333344,3.314666666666666,2.0080000000000005,455.56666666666666,14.22266666666667,0.04400000000000001
000960,锡业股份,477.0759999999999,-0.6813333333333337,-1.5280000000000002,149.4393333333334,11.741333333333332,-0.04199999999999997
600512,腾达建设,475.48428571428576,1.0971428571428572,1.432857142857143,137.95071428571424,12.726428571428572,0.024285714285714282
600701,*ST工新,475.34733333333344,-0.41133333333333355,-0.017333333333333624,48.834666666666664,61.117333333333335,-0.007333333333333334
