,证券代码,证券简称,报告期,披露日期,本期净利润,上年同期净利润,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入本期,营业收入上年同期,营业收入增长率%,经营现金流,基本
26118,000548,湖南投资,2017-12-31,2017/4/21,1.30亿,5868.30万,122.21,8.19,3.88,111.08,9.71亿,2.11亿,359.08,2.65亿,0.26
26119,000548,湖南投资,2017-09-30,2016/10/29,1.38亿,5966.27万,131.49,8.61,3.94,118.53,9.06亿,1.44亿,529.75,2.41亿,0.28
26120,000548,湖南投资,2017-06-30,2016/8/27,1.25亿,4690.77万,167.08,7.79,3.11,150.48,8.51亿,8848.47万,861.23,1.53亿,0.25
26121,000548,湖南投资,2017-03-31,2016/4/30,253.80万,127.28万,99.41,1.0,0.08,1150.0,4506.01万,4091.09万,10.14,1.83亿,0.01
26122,000548,湖南投资,2016-12-31,2016/4/9,5868.30万,1887.19万,210.95,3.88,1.27,205.51,2.11亿,1.83亿,15.64,2.34亿,0.12
26123,000548,湖南投资,2016-09-30,2015/10/31,5966.27万,702.66万,749.1,3.94,0.47,738.3,1.44亿,1.25亿,14.77,4.31亿,0.12
26124,000548,湖南投资,2016-06-30,2015/8/29,4690.77万,436.79万,973.91,3.11,0.29,972.41,8848.47万,8438.25万,4.86,4.82亿,0.09
26125,000548,湖南投资,2016-03-31,2015/4/30,127.28万,108.03万,17.82,0.08,0.07,14.29,4091.09万,4446.14万,-7.99,3.58亿,0.0
26126,000548,湖南投资,2015-12-31,2015/4/11,1887.19万,1786.72万,5.62,1.27,1.21,4.96,1.83亿,2.06亿,-11.09,7864.87万,0.04
26127,000548,湖南投资,2015-09-30,2014/10/22,702.66万,1874.14万,-62.51,0.47,1.27,-62.99,1.25亿,1.61亿,-21.94,1.12亿,0.01
26128,000548,湖南投资,2015-06-30,2014/8/30,436.79万,1005.61万,-56.56,0.29,0.68,-57.35,8438.25万,1.06亿,-20.53,1.04亿,0.01
26129,000548,湖南投资,2015-03-31,2014/4/30,108.03万,381.68万,-71.7,0.07,0.26,-73.08,4446.14万,5350.74万,-16.91,-2464.21万,0.0
26397,000560,我爱我家,2018-09-30,2017/10/20,5.02亿,4622.80万,986.29,5.37,1.22,340.16,84.10亿,9.37亿,797.1,11.65亿,0.22
26398,000560,我爱我家,2018-06-30,2017/8/17,3.29亿,2548.73万,1189.71,3.54,0.67,428.36,53.30亿,6.33亿,741.86,7.32亿,0.14
26399,000560,我爱我家,2018-03-31,2017/4/28,1.46亿,1450.51万,905.66,1.63,0.38,328.95,25.07亿,3.37亿,642.77,-4.70亿,0.08
26400,000560,我爱我家,2017-12-31,2017/3/17,7289.06万,7916.58万,-7.93,1.92,2.12,-9.43,13.19亿,19.17亿,-31.2,55.06万,0.06
26401,000560,我爱我家,2017-09-30,2016/10/27,4622.80万,6158.87万,-24.94,1.22,1.65,-26.06,9.37亿,13.67亿,-31.44,7920.26万,0.04
26402,000560,我爱我家,2017-06-30,2016/8/26,2548.73万,3638.80万,-29.96,0.67,0.98,-31.63,6.33亿,10.71亿,-40.88,3006.34万,0.02
26403,000560,我爱我家,2017-03-31,2016/4/28,1450.51万,1645.20万,-11.83,0.38,0.44,-13.64,3.37亿,4.33亿,-22.13,-1116.89万,0.01
26404,000560,我爱我家,2016-12-31,2016/4/20,7916.58万,3082.75万,156.8,2.12,1.09,94.5,19.17亿,13.38亿,43.19,1.33亿,0.07
26405,000560,我爱我家,2016-09-30,2015/10/30,6158.87万,1341.24万,359.19,1.65,0.53,211.32,13.67亿,10.43亿,31.1,8087.85万,0.05
26406,000560,我爱我家,2016-06-30,2015/8/12,3638.80万,429.95万,746.33,0.98,0.21,366.67,10.71亿,7.49亿,42.91,4445.73万,0.03
26407,000560,我爱我家,2016-03-31,2015/4/29,1645.20万,247.12万,565.74,0.44,0.2,120.0,4.33亿,4.67亿,-7.24,1127.28万,0.01
26408,000560,我爱我家,2015-12-31,2015/4/29,3082.75万,7106.27万,-56.62,1.09,6.1,-82.13,13.38亿,16.40亿,-18.39,-2535.24万,0.03
26409,000560,我爱我家,2015-09-30,2014/10/23,1341.24万,5336.54万,-74.87,0.53,4.64,-88.58,10.43亿,13.03亿,-19.95,-3482.45万,0.02
26410,000560,我爱我家,2015-06-30,2014/8/22,429.95万,5857.53万,-92.66,0.21,5.17,-95.94,7.49亿,9.91亿,-24.42,-1815.07万,0.02
26411,000560,我爱我家,2015-03-31,2014/4/25,247.12万,5054.16万,-95.11,0.2,4.48,-95.54,4.67亿,6.68亿,-30.06,-215.89万,0.01
26431,000561,烽火电子,2018-09-30,2017/10/31,711.22万,609.67万,16.66,0.55,0.53,3.77,7.04亿,6.24亿,12.86,-6788.06万,0.01
26432,000561,烽火电子,2018-06-30,2017/8/26,1984.79万,1647.52万,20.47,1.54,1.43,7.69,4.69亿,4.41亿,6.33,-608.27万,0.03
26433,000561,烽火电子,2018-03-31,2017/4/25,-1913.54万,-1952.16万,1.98,-1.5,-1.77,15.25,1.77亿,1.31亿,34.33,-4841.18万,-0.03
26434,000561,烽火电子,2017-12-31,2017/4/13,6970.38万,8824.01万,-21.01,5.77,8.27,-30.23,12.17亿,11.19亿,8.72,2.06亿,0.12
26435,000561,烽火电子,2017-09-30,2016/10/28,609.67万,7048.19万,-91.35,0.53,6.66,-92.04,6.24亿,6.09亿,2.41,-6081.10万,0.01
26436,000561,烽火电子,2017-06-30,2016/8/27,1647.52万,3602.45万,-54.27,1.43,3.46,-58.67,4.41亿,3.97亿,10.92,-1994.96万,0.03
26437,000561,烽火电子,2017-03-31,2016/4/27,-1952.16万,-562.94万,-246.78,-1.77,-0.55,-221.82,1.31亿,1.49亿,-11.52,-3460.21万,-0.03
26438,000561,烽火电子,2016-12-31,2016/4/2,8824.01万,7646.27万,15.4,8.27,7.8,6.03,11.19亿,10.77亿,3.9,-2861.29万,0.15
26439,000561,烽火电子,2016-09-30,2015/10/31,7048.19万,456.37万,1444.4,6.66,0.48,1287.5,6.09亿,4.94亿,23.41,-1.47亿,0.12
26440,000561,烽火电子,2016-06-30,2015/8/26,3602.45万,595.17万,505.28,3.46,0.63,449.21,3.97亿,3.36亿,18.36,-3878.07万,0.06
26441,000561,烽火电子,2016-03-31,2015/4/28,-562.94万,-1895.98万,70.31,-0.55,-2.03,72.91,1.49亿,1.01亿,47.73,-1772.27万,-0.01
26442,000561,烽火电子,2015-12-31,2015/4/2,7646.27万,3751.80万,103.8,7.8,4.04,93.07,10.77亿,9.26亿,16.31,1.47亿,0.13
26443,000561,烽火电子,2015-06-30,2014/8/16,595.17万,576.28万,3.28,0.63,0.65,-3.08,3.36亿,3.07亿,9.26,-1.51亿,0.01
26444,000561,烽火电子,2015-03-31,2014/4/24,-1896.44万,-1706.43万,-11.13,-2.03,-1.91,-6.28,1.01亿,8028.54万,25.3,-7342.97万,-0.03
26515,000564,供销大集,2018-09-30,2017/10/31,7.67亿,10.33亿,-25.74,2.5,3.34,-25.15,141.59亿,159.39亿,-11.16,17.10亿,0.13
26516,000564,供销大集,2018-06-30,2017/8/31,4.21亿,3.57亿,18.0,1.38,1.16,18.97,85.61亿,103.53亿,-17.32,18.10亿,0.07
26517,000564,供销大集,2018-03-31,2017/4/29,1.87亿,1.84亿,1.4,0.61,0.48,27.08,48.46亿,60.61亿,-20.05,11.05亿,0.03
26518,000564,供销大集,2017-12-31,2017/4/29,14.15亿,7.08亿,99.7,4.62,3.06,50.98,277.90亿,145.10亿,91.52,14.49亿,0.24
26519,000564,供销大集,2017-09-30,2016/10/29,10.33亿,1.26亿,717.09,3.34,0.21,1490.48,159.39亿,95.11亿,67.58,11.95亿,0.17
26520,000564,供销大集,2017-06-30,2016/8/23,3.44亿,4673.82万,636.14,1.16,1.43,-18.88,98.40亿,57.24亿,71.92,4.14亿,0.06
26521,000564,供销大集,2017-03-31,2016/4/30,1.34亿,-3213.03万,516.35,0.48,1.0,-52.0,57.55亿,37.59亿,53.09,2.44亿,0.02
26522,000564,供销大集,2016-12-31,2016/4/30,4.01亿,-3.30亿,221.5,3.06,2.08,47.12,133.53亿,103.37亿,29.19,44.63亿,0.12
26523,000564,供销大集,2016-09-30,2015/10/31,2484.40万,-3.93亿,106.31,0.21,2.24,-90.63,87.84亿,75.10亿,16.97,24.18亿,0.01
26524,000564,供销大集,2016-06-30,2015/8/15,3342.95万,5012.44万,-33.31,1.43,2.12,-32.55,28.93亿,29.68亿,-2.52,4405.16万,0.04
26525,000564,供销大集,2016-03-31,2015/4/28,2322.86万,3157.93万,-26.44,1.0,1.38,-27.54,15.26亿,15.53亿,-1.73,1.64亿,0.03
26526,000564,供销大集,2015-12-31,2015/4/28,4246.06万,7262.17万,-41.53,2.08,3.58,-41.9,58.48亿,56.67亿,3.18,3.37亿,0.07
26527,000564,供销大集,2015-09-30,2014/10/30,4387.11万,6679.37万,-34.32,2.24,3.23,-30.65,42.54亿,41.12亿,3.46,2.97亿,0.09
